Gene.symbol	Gene.ID	adj.P.Val	logFC
		0.129722111802111	-0.341084514451054
		0.129760104576893	-0.22632411189004
		0.129766634133134	-0.398171719387024
		0.129772097173192	-0.252340183118071
		0.129815684233765	0.726326714008085
ADAMTS6	11174	0.129827841500736	-0.54184105818564
		0.129843103924818	-0.278981662859775
MRPS27///MRPS27	23107///23107	0.129857035888747	0.296781809296945
		0.129923090837949	-0.572065495851191
		0.130039352308634	-0.497819908608382
FLJ44477	401157	0.130067553485922	0.228930481422261
		0.130158759287006	-0.345261075261061
ZNF34	80778	0.130235908228476	-0.245298335404756
		0.130257868820341	-0.255768714984372
SPHK1	8877	0.130266997302113	0.478926363705249
SFTPA2///SFTPA1///SFTPA2///SFTPA1	729238///653509///729238///653509	0.130347594234301	0.23735432481016
C14orf1	11161	0.130480248333668	-0.576781400140629
GPR45	11250	0.130515342652785	0.252063688917897
LOC389895	389895	0.130515342652785	0.304977419150837
		0.130515342652785	-0.0985866363308245
ZIK1	284307	0.130515342652785	-0.70421078617292
		0.130515342652785	0.513565893159276
XIRP2	129446	0.130562042346988	0.338114111564793
		0.130604247476048	-0.4882410629353
		0.130612840611335	0.361787950824597
TBC1D16	125058	0.130635141966515	0.34438654193174
		0.130659786176964	0.176700465347372
		0.130696103127722	-0.114229714752805
EMILIN1	11117	0.130696103127722	0.428515199230038
EFCAB10	100130771	0.130715283500586	-0.368095083855084
BAHD1	22893	0.130870721733833	-0.230127559147893
GOLGA6L3///GOLGA6L10///GOLGA6L4///GOLGA6L17P///GOLGA6L9///GOLGA6L5P	100133220///647042///643707///642402///440295///374650	0.130870721733833	0.360954256458816
		0.130999524176181	-0.266024820787735
		0.131017292802146	-0.762170891030777
		0.131084857194633	0.1853100589131
		0.131094724699311	-0.149898770932237
UBD	10537	0.13111838384118	0.60165364921561
SCAMP2	10066	0.131124088347448	-0.278588936138281
LOC57399	57399	0.13112597532899	-0.170180176256017
		0.131231222013519	0.467349065779287
		0.131231222013519	0.70279981670754
TEX19	400629	0.131231222013519	0.404811204698913
SLC50A1	55974	0.131271663399004	0.440268848733643
		0.131310110146284	0.602494941258902
		0.131340811013867	-0.484825507632687
		0.131360574329695	0.471084266825816
		0.131370858746942	-0.335700674379766
		0.131426078175131	-0.121418410389619
USE1	55850	0.131488907741296	-0.271920915738963
MYH10	4628	0.131603582905546	0.927842762841476
		0.131626721144104	-0.442879598326604
		0.131713623537304	-0.284078030369376
CYP4F3	4051	0.131741002493929	0.40932963656787
HOPX	84525	0.131741002493929	-0.450143415114206
KIAA1211	57482	0.13176785792956	0.397268695896339
		0.131791428946072	0.451753270506664
		0.131791428946072	-0.237366397243733
MYPN	84665	0.131791428946072	-0.230710490760217
		0.131803154185312	-0.173769077821895
KIF26A	26153	0.131840518700888	0.247279281738292
		0.132009145201234	-0.132761288901221
		0.132022091219921	-0.158097889979132
		0.132034992710805	1.06136311175155
SOCS4	122809	0.132096967190648	0.379079744416198
SNORA60///SNHG11///SNORA60///SNHG11	677837///128439///677837///128439	0.132175683917727	-0.247132295199056
DDX42	11325	0.132287356672748	0.464617725417114
S100G	795	0.132302929210068	-0.193254882459112
C9orf50	375759	0.132345426571895	0.240655477111295
		0.132352974816499	-0.231954983973971
OR11A1	26531	0.13239484393476	0.195589797336755
		0.13239484393476	-0.56982359807372
MRPS9	64965	0.132440038498438	-0.425834189051833
		0.132451297347441	0.452615045938428
		0.132451297347441	-0.292168047503162
NOL10	79954	0.132451297347441	-0.305326392782041
		0.132517420856386	-0.287684873807803
TNFRSF11A	8792	0.132551215869878	0.39027518937158
		0.132671460461719	0.352853208946948
XRCC6	2547	0.132776622008576	0.38586120629189
ANAPC10	10393	0.1327946928438	-0.348462007687745
		0.132827219721648	0.611196139411373
		0.132892284922981	-0.247706827421722
ESYT2	57488	0.132964705120756	-0.418656131467174
TREML3P	340206	0.132975291579285	0.349141751562247
MCRS1	10445	0.13305037249946	-0.240515701314187
		0.13305037249946	0.410670940836371
DHRS2	10202	0.133104619003304	0.393918304462313
		0.133225930095354	0.353081369807279
OR3A2	4995	0.133321156094565	0.513918496400231
		0.133321156094565	0.414268137503349
UNC93B1	81622	0.133321156094565	0.399117462441534
		0.133321156094565	0.586739604178934
TMPRSS11A	339967	0.133321156094565	-0.189227401398519
		0.133412551237709	-0.39593012123886
		0.133486020161493	0.369877242130086
RASGEF1A	221002	0.133500450193526	-0.324004177117299
RRS1	23212	0.133507242890103	-0.468025903198231
LOC280665	280665	0.13356618216305	-0.328902111338168
		0.133659605898798	-0.341020995770404
LDAH	60526	0.133917089817712	-0.589581714372578
		0.133939599413296	-0.486788812496972
LETM1	3954	0.133940606554513	0.329809439713045
		0.133940606554513	-0.17931967059603
		0.133940606554513	-0.362042285706384
SETX	23064	0.133959696232749	-0.312638495835092
GABRR3	200959	0.133959696232749	-0.176931095645002
		0.133959696232749	-0.29652012900832
CTSH	1512	0.133959696232749	0.879042349470993
		0.134083561865657	-0.323086057685563
		0.134160537463625	-0.752091923120483
		0.134284905428071	0.92829960173007
LOC100506990	100506990	0.134293588675899	-0.488379292959512
RNU2-1	6066	0.134350436759555	0.63608769451665
SNORD116-28	100033820	0.134387178099277	-0.566560323443117
		0.134437299232419	0.433323709920137
		0.134459606063424	-0.110134432059082
		0.134459606063424	-0.435171470463196
		0.134459606063424	-0.344074720481033
TRIM2	23321	0.134476804946009	-0.508277903139858
PROCR	10544	0.134491850970324	-0.329507682455546
		0.134507154459137	0.463905719236893
SALL2	6297	0.134516615951807	-0.406710340167424
TANC2	26115	0.134551426720997	-0.557698460270383
		0.134614212612979	0.600378980692131
ATP4B	496	0.134622770296761	0.395211688059238
CRB3	92359	0.134632425343921	-0.349445249660062
		0.134651940638942	-0.39159346114673
		0.134651940638942	0.638846222225425
		0.134653082989714	-0.620218497176573
		0.134653576631021	-0.927021678421763
		0.134656614221629	0.53856666112814
HSD17B13	345275	0.134656614221629	0.396665273059247
IFI27	3429	0.135046150807642	0.48865520432453
IL6R	3570	0.135046150807642	-0.709897909863428
TELO2	9894	0.135050684904547	0.259400916452588
SSH2	85464	0.135050684904547	-0.562214610964587
		0.135074971490002	-0.296731808461485
		0.13513387702364	-0.467616550154746
		0.135187878458098	-0.287714705490655
PIK3R4	30849	0.135204024816108	-0.316040879770251
		0.135204024816108	-0.124075669280315
LOC102725104///LOC101059935///ANKRD20A8P	102725104///101059935///729171	0.13524241306842	-0.684782847675269
APOL2	23780	0.135250041464831	-0.44633826745121
		0.135250218505352	-0.741990891249826
ACR	49	0.135354410027226	0.304337931011873
TNXB///TNXA	7148///7146	0.135404063236143	0.363609987682354
KRTAP20-3	337985	0.135448373346822	-0.210114419496637
TRIM8	81603	0.135460982847439	0.515318279368286
		0.135460982847439	0.322587945364267
RNF222	643904	0.135605480774983	0.216390733807634
KIAA1462	57608	0.135605480774983	0.474125715098598
		0.135605480774983	-0.278654884650192
MAP7D1	55700	0.135675214961076	-0.263862095461166
		0.135712741772275	-0.309759736103672
SNORD45B	26804	0.135789938406489	0.625120090058631
CPXCR1	53336	0.135863420844492	-0.204742558347894
SLC9A6	10479	0.135892463509672	-0.308789934402564
CNN1	1264	0.135918407811277	-0.234524885560996
		0.135918407811277	-0.138750128789532
POC1B-GALNT4///GALNT4	100528030///8693	0.135933254947537	0.561121293719705
		0.135982306173433	-0.319426789117878
		0.136054362714996	-0.52436169018014
HPN	3249	0.136054362714996	-0.230800235278075
		0.136061030610978	-0.60319677661828
		0.136101352888892	-0.174816232107228
		0.136101352888892	0.337761848598618
ZNF667	63934	0.136197716432241	0.600180092808979
ZNF69	7620	0.136197716432241	0.374955142826992
TMEM110-MUSTN1///TMEM110	100526772///375346	0.136197716432241	-0.324372763102962
		0.136197716432241	-0.344480835145617
HELZ2	85441	0.136239083255605	-0.266703832100971
PXDC1	221749	0.136239083255605	0.357710583274464
RIPPLY2	134701	0.136331310138541	-0.28717740837923
LTF	4057	0.136390605702775	0.41982897309184
		0.136406834557977	-0.37145703645962
		0.136427398251729	-0.287840699215648
		0.136476117341508	0.552488468530901
CACUL1	143384	0.136525193768374	0.276245340901752
CSN1S1	1446	0.136563516338907	0.295955381843359
TRIM66	9866	0.136563516338907	-0.323814069381487
EID2B	126272	0.13657507480585	-0.365340380895518
SPEG	10290	0.136607185077664	-0.207126064364004
		0.136624151232217	-0.235376841691743
C6orf163	206412	0.136635731075511	-0.465412666713215
		0.136687984973125	0.333505831205471
		0.136718773203121	-0.389648651333296
		0.136760605119399	0.533733318456795
ZNF385C	201181	0.136776475559389	0.310230633674328
SEC31A	22872	0.136776475559389	0.247173794157257
OR10Q1	219960	0.136857665438304	0.265085850728238
ARMCX3	51566	0.136857665438304	0.584531558632471
FBXW5	54461	0.136880466888279	-0.255112142505459
MUCL1	118430	0.136936491052235	0.21878222823968
		0.136950519184298	0.497822131559489
		0.136950519184298	0.419020683545064
		0.136997233023631	0.446746508465822
ZBTB26	57684	0.137016578478663	0.249967709565772
		0.137016876575394	-0.305865726067638
		0.137026801684388	0.645866662711986
		0.137146065179509	0.478762952326597
NFYC-AS1	100130557	0.137146065179509	-0.250622302472057
PMCH	5367	0.137146065179509	-0.192232474324365
MRPL14	64928	0.137146065179509	-0.39766882933605
ENPP4	22875	0.137147998954512	-0.718540060937955
RCAN2	10231	0.137151058737812	-0.417665982257736
MSH5-SAPCD1///SAPCD1	100532732///401251	0.137156687298466	0.300529615260104
ATR	545	0.137156687298466	-0.287069257271241
CLTB	1212	0.137187420805261	-0.260465940977966
MRPL22	29093	0.13724922493434	0.522432068652547
RPL23A	6147	0.137266553065274	-0.346046230577219
FAM168A	23201	0.13738660455513	-0.337824790194825
DOPEY2	9980	0.13738660455513	0.460238404527662
STK36	27148	0.137388679137628	0.276130197554868
ZNF689	115509	0.137414753060752	-0.264535721077257
ADK	132	0.137414753060752	0.412898519517872
		0.137414753060752	-0.514461754574055
		0.137414753060752	-0.586495777530874
CHRNG	1146	0.137472380948767	0.215503861660804
		0.137472380948767	-0.35788113484726
		0.137535146227613	-0.423811217243194
		0.137566845707801	0.562283349758795
SAMM50	25813	0.137566845707801	-0.392692833559993
		0.137581006458035	0.351411358983835
HMGN2	3151	0.137581006458035	0.416479940433222
C8orf31	286122	0.137581006458035	-0.24943187483465
RTCB	51493	0.137667373813079	0.452133158155567
		0.137667373813079	-0.538650802651287
HSPA6	3310	0.137667373813079	0.574571211040727
CCDC186	55088	0.137700273534947	-0.574324099425159
		0.137798229334848	0.402474049554824
SBSN	374897	0.137814264196872	-0.236025659369723
HIST1H2AK	8330	0.137814264196872	-0.457610020386495
		0.137908816073416	-0.715836594992722
SOCS3	9021	0.137968139318431	-0.499508123301549
SETD7	80854	0.138054964349624	0.698213063903261
		0.138146886751853	-0.461382050696307
DACOR1	100131796	0.13816662067648	0.30968348822333
		0.138188409887559	-0.356277386551691
		0.138188409887559	-0.431836236423087
		0.138247057866817	0.262489394088273
RNF5P1///RNF5	286140///6048	0.138250788288357	0.460091343660515
		0.138250788288357	0.570824305628586
ORAI2	80228	0.138250788288357	0.491993014639697
SAP18	10284	0.138254111436416	0.310389753375725
		0.138315360127152	-0.266796507189561
MESDC1	59274	0.138315360127152	-0.313197609027075
		0.13835432355905	-0.524806410618734
		0.13835432355905	-0.868250382111409
SNORD60	26788	0.13835432355905	-0.616910270626921
		0.138406854798905	-0.360454770254651
GEMIN5	25929	0.138411956928796	-0.369185393682702
R3HDM2	22864	0.138411956928796	-0.448738723211734
		0.138418010994847	-0.770611541110127
OPLAH	26873	0.138461345169762	0.374977162357433
		0.138551201841056	-0.364457455079625
CEP104	9731	0.138570023013117	-0.273986367313983
C17orf50	146853	0.138619978166254	-0.219554589413936
IFNA8	3445	0.138660405014622	-0.263388192140042
ADAM11	4185	0.138668724103582	0.251610436446762
		0.138731090031265	0.419854253678673
		0.138917105042629	-0.588431360471652
VWCE	220001	0.138944734092798	0.304741989719505
CRYGC	1420	0.138944734092798	-0.282588307915389
		0.138968393271004	-0.161515927086016
		0.138968393271004	-0.164290778451508
		0.139072218816186	-0.350985720288102
		0.139108265424506	-0.70741763656879
SLMO2-ATP5E///PRELID3B	100533975///51012	0.139148266674354	0.506880950961516
		0.139221265829966	-0.194111722977931
		0.13926294394663	-0.361510835843926
		0.13930563317139	-0.322527832180832
CXorf67	340602	0.139347519271472	-0.218738092413052
MGARP	84709	0.139347519271472	-0.259312762698306
		0.139347519271472	-0.276068723204949
GBAS	2631	0.139401245416133	0.519808770615987
IFNW1	3467	0.139407875470438	-0.24615318794006
		0.139410841427368	0.390433953873124
XAF1	54739	0.139463150090281	-0.88056423254066
SEMA3B	7869	0.139463150090281	0.304405649437852
C16orf87	388272	0.139540817147242	0.406737083894784
TKTL2	84076	0.139622488757618	0.255842906168965
ABCF2	10061	0.139622488757618	-0.436472630389849
TGIF1	7050	0.139622488757618	-0.621311199382258
BAZ1B	9031	0.13964536122946	-0.38536113782326
SATL1	340562	0.139645750256854	-0.20147353794924
		0.139699860627289	-0.212411720324932
CYTIP	9595	0.139722854937579	-1.33297729599088
USP30	84749	0.139823872626436	-0.453646457115782
ZCCHC8	55596	0.139982667470876	-0.268021138396412
		0.140019895513393	-0.590895211665618
		0.140019895513393	-0.125373684020674
OSBPL8	114882	0.140019895513393	-0.288960935716343
		0.140019895513393	-0.315458257126554
		0.140027178141157	-0.198139545008659
		0.140150013611579	-0.368702716549247
		0.140150013611579	-0.274915767518126
DEFB125	245938	0.140150013611579	-0.240585893150326
		0.140157236903706	-0.168827491281573
CTNNA2	1496	0.140157236903706	0.239437835854308
C5orf42	65250	0.140278449828314	0.613171921792204
		0.140439825050487	-0.536251791467868
UPP2	151531	0.140451830975235	0.230056702432488
GPRC5A	9052	0.140491021046123	0.304106708191024
		0.14049536101254	0.240500442228643
BLZF1	8548	0.140590098612634	0.583919690106462
		0.140600585876829	0.14350451420671
TRIP6	7205	0.140600585876829	0.493911702022365
KCNIP1	30820	0.140600585876829	0.274228812244736
		0.140602374962344	0.265588743957137
		0.140623746084302	1.12118429473189
YPEL2	388403	0.140623746084302	-0.545079950036707
FOXJ3	22887	0.140623746084302	-0.569763435305985
		0.140661912545792	0.369268675511073
		0.140661912545792	0.522302310701525
RASL10A	10633	0.140661912545792	0.252403946610815
MDM2	4193	0.140673493957735	0.545257556044486
NDUFS7	374291	0.140673493957735	-0.335726736832015
		0.140743978684963	-0.175332902442328
PATE1	160065	0.140884197733832	-0.22707827855568
		0.140897562059396	0.264042243487891
HLA-H///HLA-B///HLA-A///HLA-B///HLA-A	3136///3106///3105///3106///3105	0.140897562059396	-0.620630971323953
C9orf129///FAM120A	445577///23196	0.140897562059396	0.250769099448579
ALYREF	10189	0.140998691383748	0.416584251955793
		0.141013348279225	-0.219122495513715
LAMTOR3	8649	0.141019803636608	0.313623358633447
		0.141053119580756	-0.610205264324376
		0.141141211790457	-0.481809689686879
MYRF	745	0.14117557914348	0.268168735452999
		0.14117557914348	-0.347757296664207
		0.141235676951619	-0.14683013097966
MSMO1	6307	0.141246564701402	-0.727617753689715
PTGFRN	5738	0.141246564701402	0.660576865355519
LOC102725104///ANKRD20A12P///ANKRD20A8P	102725104///100874392///729171	0.141363209732144	-0.888560215419128
MIR103A2	406896	0.141416559266757	-0.384362643681505
		0.141479330512369	-0.187792879503008
LOC102724093///GOLGA6L3///GOLGA6L10///GOLGA6L4///GOLGA6L17P///GOLGA6L9///GOLGA6L5P	102724093///100133220///647042///643707///642402///440295///374650	0.141558759037456	0.327371975751196
		0.141628748275493	0.894425560232316
		0.141628748275493	0.316873027895539
		0.141628748275493	-0.532255778834524
CECR6	27439	0.141682752603719	0.281990708584305
		0.14170582775003	-0.295569937805988
		0.14170582775003	0.505366684144636
SERP2	387923	0.14170582775003	-0.281012079958353
ZNF275	10838	0.14170582775003	-0.456770896338938
		0.14170582775003	-0.300912983371257
		0.14170582775003	-0.215193007217569
		0.14170582775003	0.619407223396638
PMS2P9///PMS2P7///PMS2P6///DTX2P1-UPK3BP1-PMS2P11///LOC441259///PMS2///PMS2P3///PMS2P5///PMS2P4///PMS2P2///PMS2P1///PMS2P6///PMS2P3///PMS2P2///PMS2P1	100132832///100101440///729453///441263///441259///5395///5387///5383///5382///5380///5379///729453///5387///5380///5379	0.14170582775003	-0.548632200855927
RPAP3	79657	0.141782242989762	-0.335034380402592
		0.141852012763073	-0.810842673037254
		0.141861371876147	-0.550394367809523
UBR2	23304	0.141861371876147	-0.257327570887876
MYH2	4620	0.142064298699159	-0.16868288500935
DCAF10	79269	0.14208501116216	-0.294943388118932
		0.142091871170696	-0.263727116058927
		0.142156978469659	-0.186713956818233
		0.142156978469659	-0.386380833208763
LARS	51520	0.142156978469659	0.528213396163432
		0.142189511528602	-0.543009433947815
LDHC	3948	0.142215090395789	0.354792193298559
PSMB3	5691	0.142215090395789	0.472506505413017
		0.142215090395789	-0.455664489209044
ACAD9	28976	0.142222236879179	0.340052298452788
TMEM27	57393	0.142222236879179	-0.240214947388129
UBE3B	89910	0.142227896647504	-0.210595097102432
C9orf72	203228	0.142236008995538	0.595164792895223
		0.142242579295649	-0.132481155075768
RNVU1-17///RNU1-1///RNU1-2///RNU1-3///RNVU1-7///RNVU1-18///RNU1-4	101954269///26871///26870///26869///26864///26863///6060	0.142243399383965	0.653346187860025
BRF2	55290	0.142328494260711	-0.386580203220405
HMGN5	79366	0.142339017658925	0.641255559482903
		0.142393441916902	-0.118169185361947
		0.142393441916902	-0.331948783174278
		0.14240102489401	0.482422342070685
		0.142439733374762	0.300584725015427
		0.142487866552621	-0.220836541919876
C16orf58	64755	0.142493105600292	-0.261717113494019
LOC400464	400464	0.142497068289862	-0.423467816305129
TAAR9	134860	0.142530147837692	-0.218587037030372
MRPS5	64969	0.142530147837692	-0.246728423668934
		0.142533902211037	-0.320837381833755
ABCC6	368	0.142579857881434	0.251118987208968
		0.142587823890543	-0.51194640823956
CPSF4L	642843	0.142720194923675	-0.283788395837974
		0.142729807745441	0.263267579831355
		0.142732689914794	-0.137307233423375
FOXJ1	2302	0.142911086126591	-0.254580113566635
		0.142955961920737	-0.607675182771279
		0.142955961920737	0.545970696119589
		0.142974901593451	-0.465218062566386
FLCN	201163	0.142981635449501	-0.346658780016118
OR7G1	125962	0.143011884232281	0.256104649525037
		0.143015334297604	0.42669794503546
		0.143041467835819	-0.701556081702124
TAS2R43	259289	0.143069086226026	-0.756478561887849
TAF9B	51616	0.143069086226026	-0.559326456408609
IL36RN	26525	0.143091058920767	-0.252775636269559
		0.143091058920767	-0.167123508447443
		0.143091058920767	-0.261627648522817
		0.143091058920767	0.501277415730892
		0.14310521066676	-0.538277301772269
C14orf93	60686	0.143137861812051	-0.313767775568865
KCNIP2	30819	0.143145344359052	0.288770976287543
PHF6	84295	0.143231227523541	0.440671801677598
		0.143231227523541	0.412207708958892
		0.143231227523541	-0.287190295034265
		0.143299885500513	0.489211328341637
		0.143316901966027	-0.736251240308016
HIST1H3G	8355	0.143316901966027	1.04264465086194
		0.14335610915129	0.499824263272858
MCM8	84515	0.143504460849037	0.523934612613757
		0.143577325226002	-0.210143060632574
AP1G2	8906	0.143605162310353	-0.410552636964331
VDAC2	7417	0.143639444867902	0.345754546648967
		0.143646528084086	-0.112811828984025
CNOT3	4849	0.143669288345558	-0.240950916239235
HYOU1	10525	0.143726532441064	0.510847471059526
CLGN	1047	0.143726532441064	0.865888003224203
EIF3B	8662	0.143763197169782	0.43930838469881
		0.143775929168631	0.260642443261276
LSAMP	4045	0.143796003058574	0.464415508788161
RITA1	84934	0.143823330117458	-0.366885049706102
AUP1	550	0.143823330117458	-0.220374719828467
		0.143837399616328	0.51109046505651
MIR600HG	81571	0.143862964238364	-0.576779057119618
		0.143976720427825	0.321154863603883
TMEM50A	23585	0.144069687488301	-0.424698818307519
		0.144100662467589	-0.287940961948115
		0.144111756424716	-0.408069092994056
EDC3	80153	0.144114819804822	-0.386372559092374
		0.144129370465271	0.594530209634623
		0.144188576212423	-0.288560447059204
TSPAN7	7102	0.144214828652688	1.65451800087693
		0.144216753957686	-0.303665015436494
KHDRBS1	10657	0.144237646572951	0.238263758683569
		0.144254596692123	-0.248775889095539
LOC400943	400943	0.144272698046251	0.213857186518927
		0.144282449505215	-0.330554855572047
LINC01565	23434	0.144319878884715	0.266819387871656
		0.14439625583259	-0.442345287688303
		0.144424688245089	0.346288988785697
HEATR4	399671	0.144424688245089	-0.22713662911803
		0.144453809036797	-0.382082996475393
CCDC144CP///CCDC144NL///CCDC144B///CCDC144A	348254///339184///284047///9720	0.144453809036797	0.561283303669148
PSMB8	5696	0.144767558899909	-0.573505770385958
ACOT4	122970	0.144807182050681	-0.32559319304776
LINC01547	84536	0.1448921397722	-0.223604463052066
		0.144934640099254	0.46951681220525
		0.144984228075092	0.339741948342707
HLA-DPA1	3113	0.144984228075092	1.76246199950041
		0.144984228075092	-0.747673422246905
		0.14501610467957	-0.459889487482786
RNU4-1	26835	0.14501610467957	1.1685919408425
ZCCHC9	84240	0.14501610467957	-0.300157786549411
		0.14501765480271	-0.6416214829997
STX5	6811	0.145079632045553	0.290647287718264
		0.145079632045553	-0.1563350293287
TEX101	83639	0.145079632045553	0.19937040093194
ARPC1B	10095	0.145183939119674	-0.430845398906881
PGLYRP4	57115	0.145183939119674	0.235976767010979
GGN	199720	0.145224618555968	0.243216911456247
		0.145235753912118	-0.396694790567962
C12orf66	144577	0.145361609892082	-0.354949367513388
AFDN-AS1///AFDN-AS1	653483///653483	0.14539060044072	-0.22514847420568
VAMP3	9341	0.145659451737195	0.360016274050258
ANKRD13B	124930	0.145696159460008	0.279018846091089
		0.145704595695122	-0.217038854970213
		0.145705695166528	-0.129521955472136
		0.145746187265105	0.316190317402298
BROX	148362	0.145751760513758	0.29022416925817
		0.145798377507753	-0.389040743081257
IDS	3423	0.145808383368279	-0.554387274542218
		0.145808383368279	-0.225226368607911
RNF128	79589	0.145867814098171	-0.203948271345423
SOX1	6656	0.145867814098171	0.318616045905296
		0.145888452998571	0.355350170061688
RND3	390	0.145888452998571	0.249225187805614
		0.146006950300204	-0.175115660380882
MMP1	4312	0.146010985073437	-0.253183143691349
		0.146010985073437	-0.470052041847
		0.14607234118664	0.283978600741841
C9orf152	401546	0.14607234118664	-0.197669958116137
LSM10	84967	0.14615278192571	-0.358947214471009
		0.146252043166781	-0.475887692135745
GLCE	26035	0.146313111279188	0.565207871933075
MYO16	23026	0.146393199899519	-0.227536970914408
		0.146393199899519	-0.460828207029026
		0.146432283803277	-0.310357296870314
PEX11G	92960	0.146452266135544	-0.274621476928362
ZNF672	79894	0.146490502038864	0.231327281532557
		0.146490502038864	0.319883014457277
YES1	7525	0.146534624546979	0.872523328178769
		0.14658077779076	-0.465404707675778
FAM228A	653140	0.14658077779076	-0.240675304287072
ARHGAP36	158763	0.146581464293223	0.197030459270071
LOC100233156///TEKT4P2///MAFIP	100233156///100132288///727764	0.146638172218057	-0.47170383192223
		0.146683017561261	-0.383300862583005
MALL	7851	0.146764989150496	0.280997111897946
		0.146774054212717	-0.499191818219865
		0.146885363273	0.306990667891572
		0.146885363273	0.223333301750001
		0.146899725542384	-0.599645429462973
FAM198A	729085	0.146902906177523	0.234093069365448
CCDC175	729665	0.146932240548455	0.326647147340772
PTPN18	26469	0.146992575834874	0.484752088059815
EFNB1	1947	0.147012457577098	0.41142388452035
TSPY10///TSPY4///TSPY3///TSPY2///TSPY1	100289087///728395///728137///64591///7258	0.147104283994223	-0.194110803912628
FAM65A	79567	0.147104283994223	0.459465898376118
OR6X1	390260	0.147104283994223	0.24379639861612
		0.147104283994223	-0.200624424180363
KIAA1549L	25758	0.147147460116812	0.358772432094609
		0.147209128230289	-0.361915998642137
MIR130A	406919	0.147231996303	0.21726823609042
		0.147264202207513	-0.185972259571597
		0.147264202207513	-0.352624634535541
IL22	50616	0.147264202207513	-0.17186858460346
FKBP2	2286	0.147311860848961	0.455270710408278
SCARNA4	677771	0.147357318381671	-1.12721810600865
		0.147357318381671	-0.218447863728594
		0.147379166708696	-0.708864855952652
SNORA37	677819	0.147454025679544	-0.699887026228997
		0.147474236062134	0.516646333514989
EOGT	285203	0.147521747172268	0.606553854642955
FAM149A	25854	0.147528876346233	-0.338517427862841
ALDOB	229	0.147539237242067	0.20785620112477
		0.147551928301456	-0.478235535125545
PMEL	6490	0.147630580328958	-0.276208268377199
FIGNL2	401720	0.147695893605101	-0.285287034331302
		0.147810670270036	0.587265594742757
		0.147847424265435	0.232627484108075
RPS27L	51065	0.147874342237933	-0.414391543020942
		0.147899702843875	-0.110681857617311
GLIS1	148979	0.147900862059722	-0.228132556349414
MIR197	406974	0.147910491417802	-0.261897207837184
LOC100129455	100129455	0.147934605471169	-0.273082775665148
DCAF12L1	139170	0.147986569110536	0.269425985745091
SNORD115-24	100036563	0.148027892749605	-0.270308215251913
HSPE1	3336	0.148031137040657	-0.498721403574498
		0.148040305156796	0.526616605807623
		0.148047601440411	-0.671784400247269
RPL21P28///RPL21P19///RPL21P44///RPL21	100131205///641293///402176///6144	0.148047601440411	-0.381511647148175
		0.148124585261757	0.631129361623329
MFGE8	4240	0.148141575343954	-0.496667065938338
		0.148147124997263	0.643805624106902
		0.148172017397757	-0.155595716131199
		0.148194139429503	-0.180517212300653
ZNF271P	10778	0.148276123532194	0.368682412789718
		0.148314901060757	-0.287003871623499
		0.14833496848164	-0.16933556874875
HSPB1	3315	0.148343097494931	0.772828963988664
		0.148379293640886	-0.252609367012965
		0.148379293640886	-0.173188996658534
		0.148379293640886	-0.594611405128678
		0.14840614910526	0.577821209156163
DUT	1854	0.148444262924571	0.345504115950395
LINC00680-GUSBP4///LOC100133050///GUSBP9///GUSBP1///GUSBP3///GUSBP2///SMA5///SMA4///GUSBP3///SMA5///SMA4	106660613///100133050///100049076///728411///653188///387036///11042///11039///653188///11042///11039	0.148444262924571	0.660269601016415
		0.148505860297817	-1.16609340542276
		0.148597930820195	0.291727937119977
OR7E18P	390885	0.148597930820195	-0.235510765409505
GPX6	257202	0.148597930820195	0.236015312483815
C14orf79	122616	0.148597930820195	0.248963706196156
		0.14863166095073	-0.0990123738349666
FAM45BP	55855	0.148825017825692	-0.386228728638668
		0.148856823209936	-0.673681514636571
C10orf12	26148	0.148881013091624	0.328177778707267
CHST11	50515	0.148881013091624	0.603235397731778
CIC	23152	0.148893906003616	0.253034125838091
KNCN	148930	0.148893906003616	-0.224022299328959
LDHAL6B	92483	0.148902921292179	0.246723809688274
		0.1489477791396	-0.490475433218137
DCTN2	10540	0.148957317227162	0.3046834662043
		0.148957317227162	-0.554043584353856
STRADB	55437	0.148957317227162	0.71565041207085
		0.148957317227162	-0.207524104123894
		0.148965451934423	0.44310208456363
ADGRG5	221188	0.149002840985982	0.570760097805151
		0.149023090225689	0.361387778370404
LMOD3	56203	0.149027696068238	-0.200503446763841
		0.149027696068238	-0.362215721448143
NUP88	4927	0.149030799441504	-0.450209756123636
		0.149030799441504	0.666889755197752
LOC100288884	100288884	0.149328988437363	-0.412673454539253
C5orf60	285679	0.149328988437363	-0.252056662389128
		0.149329676583889	-0.350589155074692
		0.149357935639438	-0.47430384780765
		0.149365987272111	-0.561435852563426
		0.149395650600796	-0.4323211813683
SNRNP200	23020	0.149395650600796	-0.250235093249577
UBE2E4P///UBE2E3	286480///10477	0.149414458862401	0.676496229093555
SORCS1	114815	0.149633255805537	0.315560959393909
GGTLC2	91227	0.149633255805537	-0.446268367313983
ERVK-19///ERVK-9///ERVK-6///ERVK-4	100862685///100616102///64006///60359	0.14972211261141	-0.337546633987917
FAM25G///FAM25BP///FAM25C///FAM25A///AGAP11	100133093///100132929///644054///643161///119385	0.149771967385925	-0.299710223252268
ATP1A4	480	0.149799745486183	-0.155746863856045
