Gene.symbol	Gene.ID	adj.P.Val	logFC
		0.743345634294091	0.12527070644183
		0.743345634294091	0.137058986710785
		0.743357971544316	-0.279287182122223
MPV17	4358	0.74343437186129	0.395532112068301
		0.743440301519529	-0.372690371905883
		0.743440301519529	-0.380663511234149
SDR39U1	56948	0.743440301519529	-0.191114866180066
ZNF738	148203	0.743440301519529	-0.608892444661602
		0.743462466785385	-0.31861917324183
		0.743492357643015	-0.438021594398691
		0.743492357643015	-0.22306536878987
MAF	4094	0.743492357643015	0.370044266133988
		0.743492357643015	0.329353305543301
OR2V2	285659	0.743587207897453	-0.208229374622714
TRPM6	140803	0.743587207897453	-0.188673208988562
		0.743844307199737	-0.162635206884477
TEAD4	7004	0.743844307199737	0.265760965459642
KRT73	319101	0.743844307199737	0.586528155948693
SPACA5B///SPACA5	729201///389852	0.743892602227174	0.284983980937254
		0.743892602227174	-0.208683531427288
ZBTB21	49854	0.743892602227174	0.399693835907191
ORAI3	93129	0.743892602227174	-0.330376656213559
NEB	4703	0.743928890027941	0.260448305431209
		0.743928890027941	0.400699521073203
SLC35A2	7355	0.744009529143877	0.254135364939216
MKX	283078	0.744059460913033	-0.227367869775327
FCER1A	2205	0.744059460913033	0.432231608872224
MAGEA6///MAGEA3	4105///4102	0.744059460913033	-0.354993478983987
TMEM242	729515	0.744059460913033	0.38754451957647
IL2RA	3559	0.744091531544963	0.685669529687256
RAPGEF6	51735	0.744091531544963	-0.23004830615147
CDRT1///FBXW10	374286///10517	0.744129923859353	0.37212295522647
CCL25	6370	0.744210888913633	-0.27259446385098
ALB	213	0.744373506065637	-0.129898545443137
RGPD2///RGPD6///RGPD8///RGPD3///RGPD1///RGPD4///RGPD5///RANBP2	729857///729540///727851///653489///400966///285190///84220///5903	0.744491000258968	-0.367660321897715
CST4	1472	0.744491000258968	-0.263476337033334
		0.744491000258968	0.21796535565817
SYNJ2BP-COX16///SYNJ2BP	100529257///55333	0.744491000258968	0.433945721506864
		0.744511310738066	-0.244625326081374
		0.744558451783895	-0.124156713534313
HERC2P4///HERC2P2///HERC2P3///HERC2	100289574///400322///283755///8924	0.744717583050051	-0.303118399262905
		0.74479971695551	-0.226067567894281
		0.744869078564124	-0.58051905040392
		0.744869078564124	-0.443700748872713
ENPP2	5168	0.744869078564124	-0.541001585808331
TTLL5	23093	0.744869078564124	-0.319818624606699
OR9Q1	219956	0.744869078564124	0.188890927911764
		0.744869078564124	-0.229725625507026
TAF2	6873	0.744869078564124	0.258054550533005
CKM	1158	0.744869078564124	0.246266330261601
SLC25A41	284427	0.744869078564124	0.181666303368462
		0.744869078564124	-0.81061988301111
LRIG1	26018	0.744869078564124	-0.723805309391504
		0.744869078564124	0.194589772084475
		0.744869078564124	0.24635872023791
ECM1	1893	0.744869078564124	0.651535824487091
EMP3	2014	0.744869078564124	0.589778651259479
		0.744869078564124	-0.168260304798366
FOXJ1	2302	0.744869078564124	-0.208029238869115
		0.744869078564124	0.248579944412092
		0.744869078564124	0.870198265881863
		0.744994786017465	0.543328325441339
RAMP3	10268	0.744994786017465	0.228056975095424
LINC00207	388910	0.744994786017465	-0.211511959933168
		0.745109258216392	0.221453437769771
		0.745109258216392	0.438063622774348
		0.745543244146015	-0.636579645442156
SNORD68///RPL13	606500///6137	0.74557745224142	-0.528127354884313
		0.74557745224142	-0.132986687429739
TCEA2	6919	0.74557745224142	-0.282242290690686
GSC	145258	0.745622903936325	0.282576937452941
		0.745692076363184	-0.244627813627455
		0.745720614137104	-0.407417429448039
SMARCD3	6604	0.7458874256441	0.299521394927942
		0.7458874256441	-0.107201675194771
OR2T3///OR2T34	343173///127068	0.745978223508569	0.568285477856373
YIPF1	54432	0.745978223508569	0.227683873746732
		0.745979833980429	-0.451083848628922
NPTX1	4884	0.745979833980429	0.232864071506863
LOC100420587	100420587	0.745979833980429	-0.417034583367156
GNL1	2794	0.745979833980429	-0.276649110050001
HSPB7	27129	0.745984527202638	0.184452728833334
SAMD3	154075	0.745994125739469	0.382648100984152
LRIT1	26103	0.745994125739469	-0.220316570425981
		0.746046763258454	-0.302205488939213
MOB3C	148932	0.746087182105098	0.258625848773201
HSPA9	3313	0.746087182105098	0.328030781662584
		0.746087182105098	-0.285719014616014
KRT71	112802	0.746087182105098	0.18265634159428
		0.746087182105098	0.313861364830392
		0.746087182105098	-0.593891704618629
GLUL	2752	0.74609448475066	0.372800395504576
		0.746125773777678	0.27730581455555
		0.746220403960193	-0.29852853312402
BLNK	29760	0.746276488056741	1.17249600695653
		0.746276488056741	0.175010669075164
		0.746276488056741	-0.332991267361765
CACNB3	784	0.746276488056741	-0.422413314642648
		0.746276488056741	0.252135970161602
GTF3A	2971	0.746276488056741	-0.222454406718136
MIR100	406892	0.746276488056741	-0.0877212627995099
		0.746276488056741	0.342339351533167
PRAC1	84366	0.746276488056741	0.229190234954412
RXFP1	59350	0.746276488056741	0.62485430151209
USP7	7874	0.746276488056741	0.248865226034315
		0.746276488056741	-0.502075912117158
		0.746276488056741	0.420188355613725
NXPE1	120400	0.746276488056741	-0.167444610136273
LOC401357	401357	0.746276488056741	0.227542817206536
HEBP1	50865	0.746276488056741	0.339404655936765
DOK3	79930	0.746276488056741	0.60358298159657
TMEM202	338949	0.746276488056741	0.120513356018138
PREB	10113	0.746276488056741	-0.316504908290685
UQCRC2	7385	0.746276488056741	0.238081227147056
GRIP2	80852	0.746292873658103	-0.181316005617974
PLA2G2A	5320	0.746292873658103	-0.181148619756372
		0.746292873658103	0.262918708559476
GPRC5B	51704	0.746292873658103	0.39712345812549
PLEKHH1	57475	0.746292873658103	0.268941570704246
RNASEH2A	10535	0.746292873658103	-0.441148003277289
MIRLET7E	406887	0.746292873658103	-0.282852791567973
LOC100129785	100129785	0.746411190308368	-0.329175723858496
USP32P2///USP32P1///USP32///USP6	220594///162632///84669///9098	0.746411190308368	-0.389110815438725
CLEC2D	29121	0.746411190308368	-0.632146805315361
ATAD1	84896	0.746598679559853	-0.267994248973528
		0.746598679559853	0.279051594881699
		0.746598679559853	-0.386510864821077
		0.746598679559853	0.261322546047713
CLDN5	7122	0.746746747678477	0.241966345021734
DNAAF5	54919	0.746895026928488	-0.239353992859151
RABGGTB	5876	0.746895026928488	-0.316163370047057
		0.746939191217907	0.242806656108985
LOC102724238///LOC100126582///FGF7P3///LOC403323///FGF7P6	102724238///100126582///654466///403323///387628	0.746939191217907	-0.240985702968137
BNIP3L	665	0.747037829795354	0.399832874507188
		0.747037829795354	-0.19764959326389
		0.747099220231518	-0.431485122508825
		0.747134729291928	0.159298489840686
		0.747134729291928	0.109874478587255
IRX5	10265	0.747134729291928	0.282544449402122
KLF7	8609	0.747134729291928	0.871033441086928
		0.747134729291928	-0.42632609611487
TMEM221	100130519	0.747430769010797	-0.197900534237254
TMEM75	641384	0.747430769010797	0.218513104019445
OR7E18P	390885	0.747655466531273	0.193411599386111
		0.747742381661546	-0.419378272798529
		0.747873492357479	-0.433818467903435
		0.747873492357479	0.249820141027287
TAF1L	138474	0.747899053107533	0.217402009255392
RASL10A	10633	0.747899053107533	-0.203614943919119
RIIAD1	284485	0.747899053107533	0.16034984157598
ZFR2	23217	0.747899053107533	0.167544892301634
ELFN1	392617	0.747899053107533	0.559967520679085
CYP3A5	1577	0.747899053107533	0.223852975315034
SCARNA11	677780	0.747899053107533	0.280785810911601
		0.747899053107533	0.288570829532189
TRIT1	54802	0.747899053107533	0.31641278857369
OR5H15///OR5H14///OR5H6///OR5H1	403274///403273///79295///26341	0.747899053107533	-0.124666902521895
TAF7	6879	0.747899053107533	-0.387057025892483
C14orf132	56967	0.747899053107533	-0.434466141017811
MMP21	118856	0.747995231367635	-0.222199207908823
EXOC5	10640	0.748019553193405	-0.172905659636274
		0.748019553193405	0.276742531127124
CELSR1	9620	0.748019553193405	0.32221050798072
		0.748019553193405	0.334011252835785
CTNNA3	29119	0.748019553193405	-0.178809759769282
		0.748019553193405	-0.170289036031047
SNORD14C	85389	0.748019553193405	0.72773079835425
		0.748019553193405	0.29469752562647
MINA	84864	0.748019553193405	0.501635481301961
NT5C	30833	0.748019553193405	-0.249285450926961
		0.748019553193405	0.339530621894281
ASTN2	23245	0.748019553193405	0.164705649332353
		0.748019553193405	-0.526793171383824
ARMC2	84071	0.748019553193405	-0.264490887412416
		0.748298804076625	-0.323561323022224
		0.748301821806167	-0.226890514070751
OCA2	4948	0.748301821806167	0.221483683984478
MIR204	406987	0.748388648334342	0.216795600025653
CRTC3	64784	0.748388648334342	0.446754747805883
PQLC1	80148	0.748388648334342	-0.323205095780883
TRAK1	22906	0.748388648334342	0.383617945685622
		0.748388648334342	-0.281883410155228
AIFM1	9131	0.748388648334342	0.438385268305556
CDHR5	53841	0.748388648334342	0.1774147210817
		0.748388648334342	0.226806966632843
		0.748388648334342	0.244454888037418
AK9	221264	0.748388648334342	-0.424734607241339
CYB5R4	51167	0.748388648334342	0.31134760817157
B3GALNT1	8706	0.748388648334342	-0.507585884267976
RFX7	64864	0.748388648334342	0.485989304332684
SSX3	10214	0.748388648334342	-0.403603370922549
		0.748400456451019	0.180946876049183
GIPC1	10755	0.748481904750472	-0.2970570147866
FAM149B1	317662	0.748481904750472	-0.304627951810784
		0.748560852567337	0.184017726330066
PSMB11	122706	0.748725105887972	0.203354063845426
		0.748955478171885	0.261829087656372
CH17-340M24.3	158960	0.749124556074069	-0.246221721190032
RPN2	6185	0.749124556074069	0.260406713559151
NDUFAB1	4706	0.749241143586456	0.350704556456043
		0.749373582367683	0.229419678247221
C11orf40	143501	0.749373582367683	-0.188450751157355
CCR10	2826	0.749373582367683	0.222455682548856
		0.749373582367683	0.264009983309478
TMEM132C	92293	0.749373582367683	0.224695602447383
PYGM	5837	0.749373582367683	0.34349181541389
TFAP2B	7021	0.749373582367683	-0.192140209654411
HMX2	3167	0.749373582367683	0.388973615367485
BCL2L2-PABPN1///PABPN1	100529063///8106	0.749373582367683	-0.193484584398039
		0.749399127902534	-0.25912041360474
		0.749468619880731	0.341136384049673
		0.749493453074718	-0.165891726738072
NEMP1	23306	0.749493453074718	-0.368941707970584
SMIM7	79086	0.749493453074718	-0.298065295928759
RASAL3	64926	0.749493453074718	-0.402691959805064
		0.749530384197035	-0.285789505570262
EDC3	80153	0.749659046986795	-0.312443717902122
C15orf40	123207	0.749659046986795	-0.293556607674673
GS52	100287301	0.749659046986795	-0.227630802051797
GPHN	10243	0.749659046986795	-0.617548207629574
FASLG	356	0.749659046986795	0.201723857024672
FAM71E1	112703	0.749659046986795	-0.210846959957351
		0.749659046986795	0.352084090126962
		0.749659046986795	0.229731003435295
RGL1	23179	0.749659046986795	0.816194302280067
MC3R	4159	0.749716057645238	-0.216057429318626
TFG	10342	0.749768391044147	0.274743243934802
SPHKAP	80309	0.749815194840813	0.192557470033988
TPCN1	53373	0.749829277201665	0.532198335874998
C21orf58	54058	0.749862648588698	0.229324110032028
ATAD2B	54454	0.749862648588698	0.251507699032353
C1orf56	54964	0.749862648588698	-0.241708108519608
ZADH2	284273	0.749862648588698	0.2324534523384
RFX6	222546	0.749862648588698	-0.11099324816634
		0.749862648588698	0.241907502829902
		0.749862648588698	-0.219003656629412
		0.749862648588698	-0.18737581769281
VSNL1	7447	0.749862648588698	0.157034094724019
ZNF562	54811	0.749903418527268	0.332297152189216
NEFH	4744	0.749951259560945	0.36370195128513
		0.749988454445771	-0.276965774397222
		0.750020721184397	-0.217673313770424
TMX4	56255	0.750020721184397	0.404590509226965
		0.750063489633789	0.225985028836273
		0.750094102442238	-0.529570976776142
LCE3B	353143	0.750094102442238	-0.206804702759479
		0.750094102442238	0.338689420599346
ARL17B///ARL17A///NBR2///NBR2	100506084///51326///10230///10230	0.75010443059283	-0.424164152492485
SLC2A5	6518	0.750281424539556	-0.719991729098204
OBP2A	29991	0.750281424539556	0.292269552508496
		0.750281424539556	-0.301417231556701
		0.750281424539556	0.402059809901471
DBET///DUX4///DUX1///DUX3///DUX5	100419743///100288687///26584///26582///26581	0.750281424539556	-0.261080138123366
STRADB	55437	0.750281424539556	0.490737539137253
DDX6	1656	0.750281424539556	0.219475028645261
SEC31B	25956	0.750281424539556	0.338450825187417
CRABP1	1381	0.750281424539556	0.420037272842975
		0.750281424539556	-0.130531361425979
ATAD5	79915	0.750281424539556	0.352821812663725
C11orf70	85016	0.750281424539556	-0.125349234995588
MFAP4	4239	0.750281424539556	0.662650967539381
OSGIN2	734	0.750324247201355	-0.311663562178267
		0.750324247201355	0.228883638086438
MT1E	4493	0.750762620483295	0.324080019211764
CMYA5	202333	0.750762620483295	0.16372383707647
KCNA3	3738	0.751035690257106	-0.780551867068955
UFC1	51506	0.751178932996661	0.551322202062744
		0.751178932996661	-0.230541051739053
ZDHHC23	254887	0.751178932996661	-0.392346812967975
NGB	58157	0.751178932996661	-0.182643544618955
UBXN8	7993	0.751178932996661	0.362160620351635
ZMYND8	23613	0.751178932996661	-0.446815568404087
RPS14	6208	0.751178932996661	-0.322532319019608
PDXK	8566	0.751178932996661	0.356849695322385
WNT11	7481	0.751178932996661	-0.215027101901636
SLC43A2	124935	0.751243581756414	0.455221702216338
PIFO	128344	0.751315474440522	-0.203987597712418
PPARA	5465	0.751315474440522	0.315204300522384
HEATR5A	25938	0.751315474440522	0.351740678635785
		0.751315474440522	-0.228848409586602
KIAA1614	57710	0.751315474440522	0.166658629029738
		0.751315474440522	-0.572126649991503
RGS19	10287	0.751315474440522	0.289460938112909
HIST1H3F	8968	0.751315474440522	0.641603279246567
TM4SF18	116441	0.751315474440522	0.191062166119282
DOCK6	57572	0.751315474440522	0.317604764390034
IRAK4	51135	0.751315474440522	0.298865101369445
HERC2P4///HERC2P9///HERC2P2///HERC2P3///HERC2	100289574///440248///400322///283755///8924	0.751315474440522	0.49647460027157
		0.751315474440522	-0.366820424095099
MIR31HG	554202	0.751315474440522	-0.167819602328759
ACPT	93650	0.751315474440522	0.194930943757516
		0.751315474440522	-0.291465322303758
		0.751315474440522	0.225877500184641
TNFSF11	8600	0.751315474440522	-0.213518497642321
MAGOHB	55110	0.751471570397408	-0.300713633852939
MRS2	57380	0.751557005623327	-0.402583006175002
		0.751557005623327	-0.218106613786766
RAD21L1///SNPH	642636///9751	0.751557005623327	-0.167427362641013
		0.751557005623327	0.340213192276144
FAM212A	389119	0.751557005623327	-0.388996182269934
SNORD115-24///SNORD115-44///SNORD115-43///SNORD115-42///SNORD115-41///SNORD115-40///SNORD115-39///SNORD115-38///SNORD115-36///SNORD115-34///SNORD115-31///SNORD115-30///SNORD115-29///SNORD115-26///SNORD115-25///SNORD115-22///SNORD115-21///SNORD115-20///SNORD115-19///SNORD115-18///SNORD115-17///SNORD115-16///SNORD115-15///SNORD115-14///SNORD115-13///SNORD115-12///SNORD115-11///SNORD115-10///SNORD115-9///SNORD115-8///SNORD115-7///SNORD115-6///SNORD115-5///SNORD115-4///SNORD115-3///SNORD115-1///SNRPN	100036563///100033818///100033817///100033816///100033815///100033814///100033813///100033812///100033810///100033808///100033805///100033804///100033803///100033802///100033801///100033799///100033603///100033460///100033458///100033456///100033455///100033454///100033453///100033451///100033450///100033449///100033448///100033447///100033446///100033445///100033444///100033443///100033442///100033441///100033440///338433///6638	0.751557005623327	-0.284643024077777
HNRNPDL	9987	0.751557005623327	-0.204168455998202
CDH15	1013	0.751557005623327	-0.233751079955065
		0.751557005623327	0.521233532050817
LRRC26	389816	0.751626339856613	-0.232049053368463
AKR7A3	22977	0.751626339856613	-0.291786134509641
		0.751644307844224	-0.280286519346079
C2orf81	388963	0.751644307844224	-0.176051481210623
DTD1	92675	0.751644307844224	-0.52830332983382
KLHL33	123103	0.751678258978137	0.455639870886438
CCDC96	257236	0.751713996243604	-0.24393426289951
KCNJ3	3760	0.751713996243604	-0.198377854161766
TRUB1	142940	0.751713996243604	0.337985126210458
		0.751713996243604	0.168605894147714
YWHAZ	7534	0.751746469264133	0.161410198222223
		0.751746469264133	-0.307168710823039
ZNF563	147837	0.751746469264133	-0.266367494619444
MIR215	406997	0.751746469264133	0.0984315985382351
EEF1E1-BLOC1S5///BLOC1S5-TXNDC5///TXNDC5///BLOC1S5	100526837///100526836///81567///63915	0.751777995660162	-0.262244114366829
EGFR	1956	0.751777995660162	0.163542638234314
		0.751777995660162	-0.173102426985458
OR2AT4	341152	0.751981894295044	0.222505714491668
RAD50	10111	0.751981894295044	0.311694201502451
SNORD4A	26773	0.752004766294174	0.487322088142319
DDX27	55661	0.752107087466263	-0.255191830463398
		0.752119758393236	-0.138371162884803
		0.752192898707223	-0.139865968260458
GLG1	2734	0.752242420851574	0.217670752852447
RPL36	25873	0.752242420851574	0.384997135486602
TPTE2	93492	0.752242420851574	-0.482997683825
NUDCD2	134492	0.752242420851574	-0.29932610775866
		0.752242420851574	-0.141845295496896
PTGER1	5731	0.752383589436187	-0.19689497348889
MUC12	10071	0.752385906371267	-0.278641779691504
LOC645769	645769	0.752385906371267	-0.194515099660623
LINC00304	283860	0.752389622077108	0.216808855220751
OSTM1	28962	0.752431734178776	0.331858434313236
PRB4	5545	0.752648806589733	-0.239005686127125
EPC2	26122	0.752673508512116	0.333241027688887
		0.752695187072575	-0.118227759337092
RDX	5962	0.752695187072575	-0.357531299460948
HES2	54626	0.75279670879608	-0.218557887626305
PCSK4	54760	0.752838119684307	-0.265368244328432
HACD2///HACD2	201562///201562	0.752845829937585	0.334948969423039
KIAA1683	80726	0.752845829937585	0.351118188558496
KAZN///KAZN	23254///23254	0.75291713235661	0.199993335223693
		0.753081044035579	-0.178633989949672
ZBTB25	7597	0.753081044035579	-0.319406191127776
PRY2///PRY	442862///9081	0.753081044035579	0.205237932165688
STAMBPL1	57559	0.753081044035579	-0.566201602868138
STGC3	474171	0.753081044035579	-0.190839748945098
IL17RB	55540	0.753081044035579	0.232948818169281
WDFY3	23001	0.753081044035579	0.734382693639542
POTEF///POTEJ///POTEM///POTEE///POTEKP	728378///653781///641455///445582///440915	0.753081044035579	-0.520265637138726
		0.753101857372915	-0.531931530007681
FUBP1	8880	0.753101857372915	-0.192788039992159
SASH3	54440	0.753101857372915	0.435505554388236
PARP6	56965	0.753101857372915	0.316446134674838
OR4C13	283092	0.753101857372915	0.202889780060457
GPR174	84636	0.753101857372915	1.10481228906569
MGMT	4255	0.753101857372915	-0.39991612686683
RPL10L	140801	0.753101857372915	0.229009371118299
		0.753101857372915	0.381791988888885
LOC100287934///LOC100287497	100287934///100287497	0.753101857372915	-0.422616518778757
		0.753101857372915	-0.144572242075817
LINC01405	100131138	0.753101857372915	0.23804257491193
KIAA1328	57536	0.753101857372915	-0.338505508786929
PTPRS	5802	0.753101857372915	0.5324250615817
GPT	2875	0.753101857372915	0.193712200566504
TRPM3	80036	0.753101857372915	0.12794264314706
COA3	28958	0.753101857372915	-0.348812265316993
RAD9A	5883	0.753101857372915	-0.189456373294769
JPX	554203	0.753101857372915	0.438605011413399
		0.753143296766718	-0.260645738936928
FAM110A	83541	0.753143296766718	-0.310239482127612
MPC1	51660	0.753143296766718	-0.331317340433169
		0.753143296766718	0.171656579561928
KTN1	3895	0.753269272049846	-0.238085721683171
		0.753302834376627	0.340618183020589
MTERF3	51001	0.753354661294728	-0.331791154867157
MALL	7851	0.753354661294728	0.225679729383987
		0.753401401673189	0.200892598350164
CARMIL3	90668	0.753447385268121	0.191302036480393
		0.753447385268121	0.184000923539706
FAM65B	9750	0.753447385268121	0.755338382732684
TPI1P2	286016	0.753458419026127	0.208905338993464
		0.753478836961182	-0.10821394208464
ZBP1	81030	0.753478836961182	0.221877144196896
		0.753478836961182	0.231786943464382
TRIML2	205860	0.753478836961182	-0.17116961970147
RSL1D1	26156	0.753478836961182	0.275945610864053
		0.753478836961182	0.297501817312744
PRELP	5549	0.753478836961182	0.187028654307515
PLEKHH3	79990	0.753478836961182	0.225606096208661
SPIN3	169981	0.753544137356358	-0.309871880598529
		0.753616732361619	-0.184355584868301
		0.753616732361619	-0.249144935444116
GPR139	124274	0.753668054054231	0.242737769896734
ANKRD13A	88455	0.753799338003538	0.208267747558498
GZF1	64412	0.75381961577281	0.265101315944278
		0.75381961577281	-0.224322543106208
		0.753860599325104	0.35911502454379
TDGF1	6997	0.753874471670518	0.238842345818791
KIF26A	26153	0.753883849580251	0.191949208434312
		0.753973927348554	0.737160362749838
SOCS3	9021	0.754228898798678	-0.392736705976636
		0.754293795262071	0.198652416892975
COX15	1355	0.754293795262071	0.271666151032025
TTC36	143941	0.754384462241568	0.230386779557352
ZNF256	10172	0.754384462241568	-0.425649405013234
		0.754384462241568	-0.35528609452451
WDR63	126820	0.754384462241568	-0.197169229041994
RIMKLA	284716	0.754527619461593	-0.278108133904249
GPR63	81491	0.754527619461593	-0.612213550155882
		0.754527619461593	0.38820045063513
GALNT7	51809	0.754527619461593	-0.268117187793136
TP53I11	9537	0.754527619461593	0.273083788212093
		0.754527619461593	-0.177756100314543
		0.754527619461593	-0.39820778644085
		0.754527619461593	-0.31404489339624
		0.754527619461593	0.239905043604249
		0.754527619461593	-0.135938357803268
		0.754527619461593	0.344689701147383
		0.754601710633226	0.441837982535621
		0.754601710633226	-0.778166446546242
SCAMP3	10067	0.754655055299128	-0.225443247396893
		0.754655055299128	0.758606615897386
TMEM94	9772	0.754710649936444	-0.300909783146243
		0.754710649936444	-0.250902285816503
BHLHE40	8553	0.754710649936444	0.643507577513727
TNNI1	7135	0.75477007058455	0.197618881200981
		0.754798248089382	0.231426906381699
MAP2K5	5607	0.754815657410538	0.277438705146405
ZNF768	79724	0.75490808420199	-0.395394206805716
SNX31	169166	0.75490808420199	0.167635902475164
IFITM3	10410	0.75490808420199	-0.944335324295425
LOC646976	646976	0.75490808420199	-0.233100676062256
FAM159B	100132916	0.754980962577907	0.186585961668953
		0.754980962577907	-0.165401151835621
SAA2-SAA4///SAA4	100528017///6291	0.754980962577907	-0.181244255067156
		0.754980962577907	-0.113164125607189
		0.754987480736879	-0.170066632946241
		0.754987480736879	0.430678023030555
HECTD4	283450	0.754988297608624	0.276526057860786
SLC13A4	26266	0.755006833787447	0.15356932729281
		0.755006833787447	0.233961178577942
		0.755006833787447	-0.361582833311437
		0.755006833787447	0.329073570086766
		0.755007796656178	0.202918147781537
		0.755007796656178	-0.56305318151176
BTBD6	90135	0.755007796656178	0.380004973360948
C17orf75	64149	0.755007796656178	-0.33157159076487
MGC57346-CRHR1///CRHR1	104909134///1394	0.755007796656178	0.192852320233824
SERF2-C15ORF63///SERF2	100529067///10169	0.755007796656178	-0.190028099563563
		0.755007796656178	0.53909886407974
NEDD8-MDP1///MDP1///CHMP4A	100528064///145553///29082	0.755007796656178	-0.292867963631046
FAM118A	55007	0.755007796656178	0.296690761727779
BCKDHB	594	0.755007796656178	-0.418957024891667
HOXD9	3235	0.755007796656178	-0.201098777903596
METTL4	64863	0.755007796656178	-0.27094273582843
		0.755007796656178	0.158899164253106
		0.755007796656178	0.308916124909803
LINC00680-GUSBP4///LOC100133050///GUSBP9///GUSBP1///GUSBP3///LOC653080///GUSBP2///GUSBP11///SMA5///SMA4///GUSB///GUSBP3///SMA5///SMA4	106660613///100133050///100049076///728411///653188///653080///387036///91316///11042///11039///2990///653188///11042///11039	0.755052435802347	-0.356176109945752
PCID2	55795	0.755052435802347	-0.281520715815523
		0.755052435802347	0.431189438692156
ABHD17A	81926	0.75519870182668	-0.227478983884639
CRYM	1428	0.75519870182668	-0.299136001406374
CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3///CT45A8	102723737///102723680///102723631///101060211///728911///541466///541465///441521///441519///102723737	0.75519870182668	0.536981585015034
TAAR2	9287	0.75519870182668	0.147279083402614
		0.755303581223205	-0.13807266680098
		0.755303581223205	-0.329955485891182
MRGPRE	116534	0.755303581223205	0.212374171059316
MAGIX	79917	0.755303581223205	0.201018885380228
AMPD3	272	0.755303581223205	-0.353049075671081
		0.755303581223205	0.324340812470262
		0.755303581223205	-0.512673293377778
KRTAP10-8	386681	0.755303581223205	0.223760762139872
MNAT1	4331	0.755303581223205	-0.342128927077779
		0.755303581223205	-0.344121076215032
NXPH2	11249	0.755303581223205	-0.215076939976469
AOC2	314	0.755303581223205	0.190033963750816
		0.755303581223205	0.331360654896406
SPAG6	9576	0.755303581223205	-0.72247728694951
LAMTOR4	389541	0.755303581223205	-0.190772919512746
SH2D1B	117157	0.755303581223205	0.329318883939543
		0.755303581223205	0.211682501112418
VASH1	22846	0.755303581223205	-0.328885172897875
ZSCAN5A	79149	0.755303581223205	0.311242461007679
EID1	23741	0.755303581223205	-0.38187938061993
TAS2R13	50838	0.755303581223205	-0.395916330673039
		0.755303581223205	0.185619185170425
		0.755303581223205	-0.401769015349834
		0.755365459899354	-0.435852982427941
		0.755365459899354	0.383098237917485
GPALPP1	55425	0.755365459899354	-0.21236444158023
HNRNPH1	3187	0.755365459899354	-0.471829256965526
EYS	346007	0.755400704605147	0.286060527044608
THAP5P1	285872	0.755403000072237	0.323650800608661
CFAP206	154313	0.755558761801135	-0.149019288697221
DNAJA3	9093	0.755569852617847	0.349625869251632
CSNK1G2	1455	0.755592099056969	0.246990004532023
SLC22A9	114571	0.755719283342676	-0.160213359705555
MIR376C	442913	0.755719283342676	-0.0887543875467318
ZNF839	55778	0.755768381071921	-0.266357968981698
LRRFIP1	9208	0.755848177953956	0.498096708879903
TRHDE-AS1	283392	0.755848177953956	0.216140738143465
TRNT1	51095	0.755848177953956	-0.330931966138889
EVA1A	84141	0.75604441148713	0.236021008903431
OR6C3	254786	0.75604441148713	-0.152420437533007
NAALAD2	10003	0.756112689969826	-0.144996789322386
PCBD2	84105	0.756184669683993	-0.26456393028758
SUB1	10923	0.756275031763252	0.262157653567975
RAMP2-AS1	100190938	0.756275031763252	-0.222513433729413
		0.756311227137393	-0.242147465868954
		0.756311227137393	-0.337841288167811
CSTF1	1477	0.756311227137393	0.242128439343139
		0.756348575749872	0.183418785404576
GNB1	2782	0.756381270138678	0.142410439490197
CYCS	54205	0.756381270138678	-0.366640014157351
ARHGAP6	395	0.756381270138678	0.451557603813887
PLEKHM1	9842	0.756381270138678	0.297776449808985
		0.756381270138678	-0.206483274269933
		0.756381270138678	-0.202050810680229
LINC00302	388699	0.756381270138678	-0.186038445683006
SYNDIG1L	646658	0.756381270138678	0.206986860777614
		0.756381270138678	0.343672701213236
		0.756381270138678	0.756852371764542
GOLGA2P6///MTPAP	729668///55149	0.756617723279707	0.202489113060949
		0.756669769847438	-0.251682758086601
		0.756749021191538	-0.338044939668955
		0.756775282074332	0.380740177962418
SMCHD1	23347	0.756775282074332	0.192533320443463
RNF157	114804	0.756981072434004	0.389598572204249
		0.757037256933131	-0.185554255738399
		0.757078952862699	0.197442042807678
ECI2	10455	0.757120735078817	-0.408333238436762
H19///RPS12	283120///6206	0.757120735078817	0.381848594138562
BACE1	23621	0.757120735078817	0.329741794962581
MARC2///MARC2	54996///54996	0.757120735078817	0.419522380054249
MGAT2	4247	0.757120735078817	-0.407414668730066
LOC442132	442132	0.757120735078817	0.566680977600003
MDFI	4188	0.757120735078817	0.368634796237417
		0.757120735078817	0.210540505549673
HACD4	401494	0.757120735078817	0.881753499792158
DGCR14	8220	0.757120735078817	-0.249452770766176
SLC13A3	64849	0.757120735078817	-0.210335018871897
RAD9B	144715	0.757120735078817	0.309800821142157
		0.75726737001579	-0.369490941146405
		0.75726737001579	0.281875389287418
HILS1	373861	0.757392460709856	0.192576540953268
TUBA1B	10376	0.75747081861495	0.221928445972219
ATRIP///TREX1	84126///11277	0.757612791323998	0.167637788707844
		0.757625250837507	-0.546117108916336
		0.757625250837507	0.418813587983824
SMC2	10592	0.757625250837507	0.407723797859639
		0.757625250837507	0.175688145816013
		0.757625250837507	0.360184764156535
		0.757657119217427	-0.207590994274347
